iteration,ex_accuracy,simple_acc,moderate_acc,challenging_acc,playbook_entries,playbook_enabled
5,0.4,0.6666666666666666,0.0,0.0,0,False
10,0.5,0.625,0.0,0.0,0,False
5,0.6,0.6666666666666666,0.5,0.0,0,True
10,0.6,0.625,0.5,0.0,1,True
